store,dayofweek,date,sales,open,promo,stateholiday,schoolholiday
25,2,2015-03-24,8608,1,0,1,0
25,1,2015-03-23,10923,1,0,1,0
25,7,2015-03-22,0,0,0,1,0
25,6,2015-03-21,7725,1,0,1,0
25,5,2015-03-20,10868,1,1,1,0
25,4,2015-03-19,11650,1,1,1,0
25,3,2015-03-18,10753,1,1,1,0
25,2,2015-03-17,12425,1,1,1,0
25,1,2015-03-16,14401,1,1,1,0
25,7,2015-03-15,0,0,0,1,0
25,6,2015-03-14,8750,1,0,1,0
25,5,2015-03-13,9458,1,0,1,0
25,4,2015-03-12,9562,1,0,1,0
25,3,2015-03-11,8933,1,0,1,0
25,2,2015-03-10,9544,1,0,1,0
25,1,2015-03-09,10477,1,0,1,0
25,7,2015-03-08,0,0,0,1,0
25,6,2015-03-07,9138,1,0,1,0
25,5,2015-03-06,11506,1,1,1,0
25,4,2015-03-05,11941,1,1,1,0
25,3,2015-03-04,12670,1,1,1,0
25,2,2015-03-03,12937,1,1,1,0
25,1,2015-03-02,15311,1,1,1,0
25,7,2015-03-01,0,0,0,1,0
25,6,2015-02-28,10259,1,0,1,0
25,5,2015-02-27,13149,1,0,1,0
25,4,2015-02-26,9839,1,0,1,0
25,3,2015-02-25,10359,1,0,1,0
25,2,2015-02-24,9183,1,0,1,0
25,1,2015-02-23,9692,1,0,1,0
25,7,2015-02-22,0,0,0,1,0
25,6,2015-02-21,8640,1,0,1,0
25,5,2015-02-20,12195,1,1,1,0
25,4,2015-02-19,13588,1,1,1,0
25,3,2015-02-18,14726,1,1,1,0
25,2,2015-02-17,6338,1,1,1,0
25,1,2015-02-16,0,0,1,1,0
25,7,2015-02-15,0,0,0,1,0
25,6,2015-02-14,9222,1,0,1,0
25,5,2015-02-13,10971,1,0,1,0
25,4,2015-02-12,3515,1,0,1,0
25,3,2015-02-11,11707,1,0,1,0
25,2,2015-02-10,10341,1,0,1,0
25,1,2015-02-09,10954,1,0,1,0
25,7,2015-02-08,0,0,0,1,0
25,6,2015-02-07,9263,1,0,1,0
25,5,2015-02-06,11838,1,1,1,0
25,4,2015-02-05,11794,1,1,1,0
25,3,2015-02-04,11565,1,1,1,0
25,2,2015-02-03,12976,1,1,1,0
25,1,2015-02-02,14202,1,1,1,0
25,7,2015-02-01,0,0,0,1,0
25,6,2015-01-31,10810,1,0,1,0
25,5,2015-01-30,14289,1,1,1,0
25,4,2015-01-29,12718,1,1,1,0
25,3,2015-01-28,11906,1,1,1,0
25,2,2015-01-27,11614,1,1,1,0
25,1,2015-01-26,12118,1,1,1,0
25,7,2015-01-25,0,0,0,1,0
25,6,2015-01-24,6974,1,0,1,0
25,5,2015-01-23,8063,1,0,1,0
25,4,2015-01-22,9207,1,0,1,0
25,3,2015-01-21,8924,1,0,1,0
25,2,2015-01-20,9003,1,0,1,0
25,1,2015-01-19,9832,1,0,1,0
25,7,2015-01-18,0,0,0,1,0
25,6,2015-01-17,8729,1,0,1,0
25,5,2015-01-16,10659,1,1,1,0
25,4,2015-01-15,11004,1,1,1,0
25,3,2015-01-14,11329,1,1,1,0
25,2,2015-01-13,11813,1,1,1,0
25,1,2015-01-12,12841,1,1,1,0
25,7,2015-01-11,0,0,0,1,0
25,6,2015-01-10,8066,1,0,1,0
25,5,2015-01-09,10233,1,1,1,0
25,4,2015-01-08,9746,1,1,1,0
25,3,2015-01-07,11711,1,1,1,0
25,2,2015-01-06,13533,1,1,1,1
25,1,2015-01-05,15030,1,1,1,1
25,7,2015-01-04,0,0,0,1,0
25,6,2015-01-03,9124,1,0,1,0
25,5,2015-01-02,11100,1,0,1,1
25,4,2015-01-01,0,0,0,1,1
25,3,2014-12-31,7771,1,0,1,1
25,2,2014-12-30,14354,1,0,1,1
25,1,2014-12-29,12261,1,0,1,1
25,7,2014-12-28,0,0,0,1,0
25,6,2014-12-27,10386,1,0,1,0
25,5,2014-12-26,0,0,0,1,1
25,4,2014-12-25,0,0,0,1,1
25,3,2014-12-24,7858,1,0,1,1
25,2,2014-12-23,15300,1,0,1,1
25,1,2014-12-22,16255,1,0,1,1
25,7,2014-12-21,0,0,0,1,0
25,6,2014-12-20,11146,1,0,1,0
25,5,2014-12-19,12900,1,1,1,0
25,4,2014-12-18,14811,1,1,1,0
25,3,2014-12-17,12414,1,1,1,0
25,2,2014-12-16,15206,1,1,1,0
25,1,2014-12-15,16649,1,1,1,0
25,7,2014-12-14,0,0,0,1,0
25,6,2014-12-13,9542,1,0,1,0
25,5,2014-12-12,10232,1,0,1,0
25,4,2014-12-11,10342,1,0,1,0
25,3,2014-12-10,9472,1,0,1,0
25,2,2014-12-09,9659,1,0,1,0
25,1,2014-12-08,11056,1,0,1,0
25,7,2014-12-07,0,0,0,1,0
25,6,2014-12-06,9766,1,0,1,0
25,5,2014-12-05,13342,1,1,1,0
25,4,2014-12-04,13458,1,1,1,0
25,3,2014-12-03,12497,1,1,1,0
25,2,2014-12-02,14952,1,1,1,0
25,1,2014-12-01,16037,1,1,1,0
25,7,2014-11-30,0,0,0,1,0
25,6,2014-11-29,10517,1,0,1,0
25,5,2014-11-28,14961,1,1,1,0
25,4,2014-11-27,12323,1,1,1,0
25,3,2014-11-26,11513,1,1,1,0
25,2,2014-11-25,12547,1,1,1,0
25,1,2014-11-24,12472,1,1,1,0
25,7,2014-11-23,0,0,0,1,0
25,6,2014-11-22,8541,1,0,1,0
25,5,2014-11-21,9102,1,0,1,0
25,4,2014-11-20,9763,1,0,1,0
25,3,2014-11-19,8793,1,0,1,0
25,2,2014-11-18,8741,1,0,1,0
25,1,2014-11-17,10238,1,0,1,0
25,7,2014-11-16,0,0,0,1,0
25,6,2014-11-15,8265,1,0,1,0
25,5,2014-11-14,10877,1,1,1,0
25,4,2014-11-13,11968,1,1,1,0
25,3,2014-11-12,10584,1,1,1,0
25,2,2014-11-11,11152,1,1,1,0
25,1,2014-11-10,13007,1,1,1,0
25,7,2014-11-09,0,0,0,1,0
25,6,2014-11-08,9362,1,0,1,0
25,5,2014-11-07,11756,1,1,1,0
25,4,2014-11-06,12480,1,1,1,0
25,3,2014-11-05,12259,1,1,1,0
25,2,2014-11-04,13133,1,1,1,0
25,1,2014-11-03,16941,1,1,1,0
25,7,2014-11-02,0,0,0,1,0
25,6,2014-11-01,0,0,0,1,0
25,5,2014-10-31,14107,1,0,1,0
25,4,2014-10-30,11556,1,0,1,0
25,3,2014-10-29,8312,1,0,1,0
25,2,2014-10-28,9082,1,0,1,0
25,1,2014-10-27,9500,1,0,1,0
25,7,2014-10-26,0,0,0,1,0
25,6,2014-10-25,7455,1,0,1,0
25,5,2014-10-24,9591,1,1,1,0
25,4,2014-10-23,10529,1,1,1,0
25,3,2014-10-22,9587,1,1,1,0
25,2,2014-10-21,10815,1,1,1,0
25,1,2014-10-20,12449,1,1,1,0
25,7,2014-10-19,0,0,0,1,0
25,6,2014-10-18,8045,1,0,1,0
25,5,2014-10-17,8563,1,0,1,1
25,4,2014-10-16,8831,1,0,1,1
25,3,2014-10-15,8572,1,0,1,1
25,2,2014-10-14,9013,1,0,1,1
25,1,2014-10-13,10051,1,0,1,1
25,7,2014-10-12,0,0,0,1,0
25,6,2014-10-11,8446,1,0,1,0
25,5,2014-10-10,10636,1,1,1,1
25,4,2014-10-09,11469,1,1,1,1
25,3,2014-10-08,11290,1,1,1,1
25,2,2014-10-07,12031,1,1,1,1
25,1,2014-10-06,14501,1,1,1,1
25,7,2014-10-05,0,0,0,1,0
25,6,2014-10-04,10341,1,0,1,0
25,5,2014-10-03,0,0,1,1,0
25,4,2014-10-02,14849,1,1,1,0
25,3,2014-10-01,13040,1,1,1,0
25,2,2014-09-30,15395,1,1,1,0
25,1,2014-09-29,13633,1,1,1,0
25,7,2014-09-28,0,0,0,1,0
25,6,2014-09-27,7700,1,0,1,0
25,5,2014-09-26,8176,1,0,1,0
25,4,2014-09-25,8215,1,0,1,0
25,3,2014-09-24,7664,1,0,0,0
25,2,2014-09-23,8350,1,0,0,0
25,1,2014-09-22,9236,1,0,0,0
25,7,2014-09-21,0,0,0,0,0
25,6,2014-09-20,7800,1,0,0,0
25,5,2014-09-19,9444,1,1,0,0
25,4,2014-09-18,10073,1,1,0,0
25,3,2014-09-17,10277,1,1,0,0
25,2,2014-09-16,11821,1,1,0,0
25,1,2014-09-15,12388,1,1,0,0
25,7,2014-09-14,0,0,0,0,0
25,6,2014-09-13,7875,1,0,0,0
25,5,2014-09-12,8875,1,0,0,0
25,4,2014-09-11,8117,1,0,0,0
25,3,2014-09-10,8013,1,0,0,0
25,2,2014-09-09,8928,1,0,0,0
25,1,2014-09-08,9236,1,0,0,0
25,7,2014-09-07,0,0,0,0,0
25,6,2014-09-06,8276,1,0,0,0
25,5,2014-09-05,10167,1,1,0,0
25,4,2014-09-04,11130,1,1,0,0
25,3,2014-09-03,11744,1,1,0,0
25,2,2014-09-02,13771,1,1,0,0
25,1,2014-09-01,15819,1,1,0,0
25,7,2014-08-31,0,0,0,0,0
25,6,2014-08-30,10446,1,0,0,0
25,5,2014-08-29,12126,1,0,0,0
25,4,2014-08-28,9349,1,0,0,0
25,3,2014-08-27,8877,1,0,0,0
25,2,2014-08-26,7645,1,0,0,0
25,1,2014-08-25,9765,1,0,0,0
25,7,2014-08-24,0,0,0,0,0
25,6,2014-08-23,8251,1,0,0,0
25,5,2014-08-22,9944,1,1,0,0
25,4,2014-08-21,9926,1,1,0,0
25,3,2014-08-20,10822,1,1,0,0
25,2,2014-08-19,12345,1,1,0,1
25,1,2014-08-18,13897,1,1,0,1
25,7,2014-08-17,0,0,0,0,0
25,6,2014-08-16,8208,1,0,0,0
25,5,2014-08-15,9416,1,0,0,1
25,4,2014-08-14,8637,1,0,0,1
25,3,2014-08-13,8100,1,0,0,1
25,2,2014-08-12,9212,1,0,0,1
25,1,2014-08-11,10571,1,0,0,1
25,7,2014-08-10,0,0,0,0,0
25,6,2014-08-09,7532,1,0,0,0
25,5,2014-08-08,9146,1,1,0,1
25,4,2014-08-07,10060,1,1,0,1
25,3,2014-08-06,9519,1,1,0,1
25,2,2014-08-05,11619,1,1,0,1
25,1,2014-08-04,13970,1,1,0,1
25,7,2014-08-03,0,0,0,0,0
25,6,2014-08-02,8941,1,0,0,0
25,5,2014-08-01,11359,1,1,0,1
25,4,2014-07-31,14977,1,1,0,1
25,3,2014-07-30,10686,1,1,0,1
25,2,2014-07-29,11413,1,1,0,1
25,1,2014-07-28,10650,1,1,0,1
25,7,2014-07-27,0,0,0,0,0
25,6,2014-07-26,7445,1,0,0,0
25,5,2014-07-25,8014,1,0,0,1
25,4,2014-07-24,8768,1,0,0,1
25,3,2014-07-23,7141,1,0,0,1
25,2,2014-07-22,8553,1,0,0,1
25,1,2014-07-21,9646,1,0,0,1
25,7,2014-07-20,0,0,0,0,0
25,6,2014-07-19,7427,1,0,0,0
25,5,2014-07-18,10165,1,1,0,1
25,4,2014-07-17,11722,1,1,0,1
25,3,2014-07-16,11401,1,1,1,1
25,2,2014-07-15,9814,1,1,1,1
25,1,2014-07-14,13390,1,1,1,1
25,7,2014-07-13,0,0,0,1,0
25,6,2014-07-12,8606,1,0,1,0
25,5,2014-07-11,9493,1,0,1,1
25,4,2014-07-10,10838,1,0,1,1
25,3,2014-07-09,8045,1,0,1,1
25,2,2014-07-08,8526,1,0,1,1
25,1,2014-07-07,11177,1,0,1,1
25,7,2014-07-06,0,0,0,1,0
25,6,2014-07-05,8383,1,0,1,0
25,5,2014-07-04,10940,1,1,1,0
25,4,2014-07-03,12747,1,1,1,0
25,3,2014-07-02,13290,1,1,1,0
25,2,2014-07-01,16540,1,1,1,0
25,1,2014-06-30,18468,1,1,1,0
25,7,2014-06-29,0,0,0,1,0
25,6,2014-06-28,9050,1,0,1,0
25,5,2014-06-27,8606,1,0,1,0
25,4,2014-06-26,8690,1,0,1,0
25,3,2014-06-25,8441,1,0,1,0
25,2,2014-06-24,8581,1,0,1,0
25,1,2014-06-23,10671,1,0,1,0
25,7,2014-06-22,0,0,0,1,0
25,6,2014-06-21,8170,1,0,1,0
25,5,2014-06-20,13579,1,1,1,0
25,4,2014-06-19,0,0,1,1,0
25,3,2014-06-18,12079,1,1,1,0
25,2,2014-06-17,12942,1,1,1,0
25,1,2014-06-16,13068,1,1,1,0
25,7,2014-06-15,0,0,0,1,0
25,6,2014-06-14,9222,1,0,1,0
25,5,2014-06-13,9709,1,0,1,0
25,4,2014-06-12,10346,1,0,1,0
25,3,2014-06-11,9891,1,0,1,0
25,2,2014-06-10,11493,1,0,1,1
25,1,2014-06-09,0,0,0,1,0
25,7,2014-06-08,0,0,0,1,0
25,6,2014-06-07,9017,1,0,1,0
25,5,2014-06-06,11044,1,1,1,0
25,4,2014-06-05,12066,1,1,1,0
25,3,2014-06-04,11801,1,1,1,0
25,2,2014-06-03,14094,1,1,1,0
25,1,2014-06-02,16344,1,1,1,0
25,7,2014-06-01,0,0,0,1,0
25,6,2014-05-31,11137,1,0,1,0
25,5,2014-05-30,14941,1,0,1,0
25,4,2014-05-29,0,0,0,1,0
25,3,2014-05-28,11434,1,0,1,0
25,2,2014-05-27,9716,1,0,1,0
25,1,2014-05-26,9780,1,0,1,0
25,7,2014-05-25,0,0,0,1,0
25,6,2014-05-24,7681,1,0,1,0
25,5,2014-05-23,10088,1,1,1,0
25,4,2014-05-22,10285,1,1,1,0
25,3,2014-05-21,8867,1,1,1,0
25,2,2014-05-20,12091,1,1,1,0
25,1,2014-05-19,12177,1,1,1,0
25,7,2014-05-18,0,0,0,1,0
25,6,2014-05-17,7720,1,0,1,0
25,5,2014-05-16,9250,1,0,1,0
25,4,2014-05-15,9606,1,0,1,0
25,3,2014-05-14,9049,1,0,1,0
25,2,2014-05-13,9156,1,0,1,0
25,1,2014-05-12,10957,1,0,1,0
25,7,2014-05-11,0,0,0,1,0
25,6,2014-05-10,9394,1,0,1,0
25,5,2014-05-09,11575,1,1,1,0
25,4,2014-05-08,11907,1,1,1,0
25,3,2014-05-07,11239,1,1,1,0
25,2,2014-05-06,13437,1,1,1,0
25,1,2014-05-05,14455,1,1,1,0
25,7,2014-05-04,0,0,0,1,0
25,6,2014-05-03,9848,1,0,1,0
25,5,2014-05-02,14815,1,1,1,0
25,4,2014-05-01,0,0,1,1,0
25,3,2014-04-30,16596,1,1,1,0
25,2,2014-04-29,12904,1,1,1,0
25,1,2014-04-28,13416,1,1,1,0
25,7,2014-04-27,0,0,0,1,0
25,6,2014-04-26,7952,1,0,1,0
25,5,2014-04-25,7619,1,0,1,1
25,4,2014-04-24,8479,1,0,1,1
25,3,2014-04-23,8333,1,0,1,1
25,2,2014-04-22,10422,1,0,1,1
25,1,2014-04-21,0,0,0,1,1
25,7,2014-04-20,0,0,0,1,0
25,6,2014-04-19,10379,1,0,1,0
25,5,2014-04-18,0,0,1,1,1
25,4,2014-04-17,13122,1,1,1,1
25,3,2014-04-16,11823,1,1,1,1
25,2,2014-04-15,13833,1,1,1,1
25,1,2014-04-14,14192,1,1,1,1
25,7,2014-04-13,0,0,0,1,0
25,6,2014-04-12,8306,1,0,1,0
25,5,2014-04-11,8961,1,0,1,0
25,4,2014-04-10,9338,1,0,1,0
25,3,2014-04-09,9263,1,0,1,0
25,2,2014-04-08,9693,1,0,1,0
25,1,2014-04-07,10096,1,0,1,0
25,7,2014-04-06,0,0,0,1,0
25,6,2014-04-05,8531,1,0,1,0
25,5,2014-04-04,11330,1,1,1,0
25,4,2014-04-03,11708,1,1,1,0
25,3,2014-04-02,11668,1,1,1,0
25,2,2014-04-01,14446,1,1,1,0
25,1,2014-03-31,17336,1,1,1,0
25,7,2014-03-30,0,0,0,1,0
25,6,2014-03-29,9332,1,0,1,0
25,5,2014-03-28,10065,1,0,1,0
25,4,2014-03-27,6399,1,0,1,0
25,3,2014-03-26,7484,1,0,1,0
25,2,2014-03-25,8597,1,0,1,0
25,1,2014-03-24,9587,1,0,1,0
25,7,2014-03-23,0,0,0,1,0
25,6,2014-03-22,7293,1,0,1,0
25,5,2014-03-21,10008,1,1,1,0
25,4,2014-03-20,10795,1,1,1,0
25,3,2014-03-19,11102,1,1,1,0
25,2,2014-03-18,8686,1,1,0,0
25,1,2014-03-17,14117,1,1,0,0
25,7,2014-03-16,0,0,0,0,0
25,6,2014-03-15,8532,1,0,0,0
25,5,2014-03-14,9315,1,0,0,0
25,4,2014-03-13,9070,1,0,0,0
25,3,2014-03-12,8763,1,0,0,0
25,2,2014-03-11,9421,1,0,0,0
25,1,2014-03-10,10379,1,0,0,0
25,7,2014-03-09,0,0,0,0,0
25,6,2014-03-08,8677,1,0,0,0
25,5,2014-03-07,12639,1,1,0,0
25,4,2014-03-06,14642,1,1,0,0
25,3,2014-03-05,16331,1,1,0,0
25,2,2014-03-04,6616,1,1,0,0
25,1,2014-03-03,0,0,1,0,0
25,7,2014-03-02,0,0,0,0,0
25,6,2014-03-01,11081,1,0,0,0
25,5,2014-02-28,13764,1,0,0,0
25,4,2014-02-27,3667,1,0,0,0
25,3,2014-02-26,10499,1,0,0,0
25,2,2014-02-25,9314,1,0,0,0
25,1,2014-02-24,10824,1,0,0,0
25,7,2014-02-23,0,0,0,0,0
25,6,2014-02-22,10903,1,0,0,0
25,5,2014-02-21,14765,1,1,0,0
25,4,2014-02-20,15356,1,1,0,0
25,3,2014-02-19,16406,1,1,0,0
25,2,2014-02-18,19201,1,1,0,0
25,1,2014-02-17,21497,1,1,0,0
25,7,2014-02-16,0,0,0,0,0
25,6,2014-02-15,14571,1,0,0,0
25,5,2014-02-14,24882,1,0,0,0
25,4,2014-02-13,0,1,0,0,0
25,3,2014-02-12,0,1,0,0,0
25,2,2014-02-11,0,0,0,0,0
25,1,2014-02-10,0,0,0,0,0
25,7,2014-02-09,0,0,0,0,0
25,6,2014-02-08,0,0,0,0,0
25,5,2014-02-07,0,0,1,0,0
25,4,2014-02-06,0,0,1,0,0
25,3,2014-02-05,0,0,1,0,0
25,2,2014-02-04,0,0,1,0,0
25,1,2014-02-03,0,0,1,0,0
25,7,2014-02-02,0,0,0,0,0
25,6,2014-02-01,0,0,0,0,0
25,5,2014-01-31,0,0,0,0,0
25,4,2014-01-30,0,0,0,0,0
25,3,2014-01-29,0,0,0,0,0
25,2,2014-01-28,0,0,0,0,0
25,1,2014-01-27,0,0,0,0,0
25,7,2014-01-26,0,0,0,0,0
25,6,2014-01-25,0,0,0,0,0
25,5,2014-01-24,0,0,1,0,0
25,4,2014-01-23,0,0,1,0,0
25,3,2014-01-22,0,0,1,0,0
25,2,2014-01-21,0,0,1,0,0
25,1,2014-01-20,0,0,1,0,0
25,7,2014-01-19,0,0,0,0,0
25,6,2014-01-18,0,0,0,1,0
25,5,2014-01-17,0,0,0,1,0
25,4,2014-01-16,0,0,0,1,0
25,3,2014-01-15,0,0,0,1,0
25,2,2014-01-14,1410,1,0,1,0
25,1,2014-01-13,3192,1,0,1,0
25,7,2014-01-12,0,0,0,1,0
25,6,2014-01-11,4306,1,0,1,0
25,5,2014-01-10,7742,1,1,1,0
25,4,2014-01-09,10944,1,1,1,0
25,3,2014-01-08,15608,1,1,1,0
25,2,2014-01-07,24314,1,1,1,1
25,1,2014-01-06,24833,1,1,1,1
25,7,2014-01-05,0,0,0,1,0
25,6,2014-01-04,7425,1,0,1,0
25,5,2014-01-03,8774,1,0,1,1
25,4,2014-01-02,10367,1,0,1,1
25,3,2014-01-01,0,0,0,1,1
25,2,2013-12-31,6990,1,0,1,1
25,1,2013-12-30,16095,1,0,1,1
25,7,2013-12-29,0,0,0,1,0
25,6,2013-12-28,9866,1,0,1,0
25,5,2013-12-27,10640,1,0,1,1
25,4,2013-12-26,0,0,0,1,1
25,3,2013-12-25,0,0,0,1,1
25,2,2013-12-24,7735,1,0,1,1
25,1,2013-12-23,18194,1,0,1,1
25,7,2013-12-22,0,0,0,1,0
25,6,2013-12-21,13051,1,0,1,0
25,5,2013-12-20,15314,1,1,1,0
25,4,2013-12-19,15790,1,1,1,0
25,3,2013-12-18,14963,1,1,1,0
25,2,2013-12-17,17391,1,1,1,0
25,1,2013-12-16,18854,1,1,1,0
25,7,2013-12-15,0,0,0,1,0
25,6,2013-12-14,9625,1,0,1,0
25,5,2013-12-13,10667,1,0,1,0
25,4,2013-12-12,11393,1,0,1,0
25,3,2013-12-11,10451,1,0,1,0
25,2,2013-12-10,11696,1,0,1,0
25,1,2013-12-09,11651,1,0,1,0
25,7,2013-12-08,0,0,0,1,0
25,6,2013-12-07,9840,1,0,1,0
25,5,2013-12-06,12899,1,1,1,0
25,4,2013-12-05,15179,1,1,1,0
25,3,2013-12-04,13358,1,1,1,0
25,2,2013-12-03,16531,1,1,1,0
25,1,2013-12-02,18437,1,1,1,0
25,7,2013-12-01,0,0,0,1,0
25,6,2013-11-30,12342,1,0,1,0
25,5,2013-11-29,14372,1,0,1,0
25,4,2013-11-28,10680,1,0,1,0
25,3,2013-11-27,9290,1,0,1,0
25,2,2013-11-26,9581,1,0,1,0
25,1,2013-11-25,10446,1,0,1,0
25,7,2013-11-24,0,0,0,1,0
25,6,2013-11-23,8470,1,0,1,0
25,5,2013-11-22,11307,1,1,1,0
25,4,2013-11-21,11479,1,1,1,0
25,3,2013-11-20,11980,1,1,1,0
25,2,2013-11-19,12818,1,1,1,0
25,1,2013-11-18,14138,1,1,1,0
25,7,2013-11-17,0,0,0,1,0
25,6,2013-11-16,9246,1,0,1,0
25,5,2013-11-15,9786,1,0,1,0
25,4,2013-11-14,9923,1,0,1,0
25,3,2013-11-13,8889,1,0,1,0
25,2,2013-11-12,9111,1,0,1,0
25,1,2013-11-11,10277,1,0,1,0
25,7,2013-11-10,0,0,0,1,0
25,6,2013-11-09,9062,1,0,1,0
25,5,2013-11-08,11682,1,1,1,0
25,4,2013-11-07,12520,1,1,1,0
25,3,2013-11-06,13131,1,1,1,0
25,2,2013-11-05,14578,1,1,1,0
25,1,2013-11-04,15842,1,1,1,0
25,7,2013-11-03,0,0,0,1,0
25,6,2013-11-02,12537,1,0,1,0
25,5,2013-11-01,0,0,0,1,1
25,4,2013-10-31,14055,1,0,1,1
